CRPS
0.00010550753385583625
7.093638051563754e-05
9.68299288364686e-05
7.747347460868405e-05
7.160571465616228e-05
8.408599799603489e-05
0.0001208706299359252
0.00011745254186538579
0.00010505397835215176
0.00012419777075593799
8.4356000609606e-05
0.00011227251737139797
0.00019713904498571587
0.00011945057442462115
9.297354704361035e-05
6.608573860293919e-05
8.50176088461734e-05
9.763796092193074e-05
8.131564605678233e-05
7.465564120304366e-05
0.00011234045844990624
8.228819963651161e-05
7.928237828546254e-05
8.259793361744497e-05
0.00010487935447157804
0.00012593064914113568
9.322962989888445e-05
0.00017973160596371058
0.00010652616259824132
0.00013724972973414606
8.096255749487142e-05
6.301401010000492e-05
7.730516240641318e-05
9.728948341477872e-05
9.008976970223263e-05
7.191715173109969e-05
8.389977435832227e-05
8.243458756500844e-05
0.00010264333260241046
0.00011829016844696884
8.573643238128447e-05
0.00011368166598499512
9.725294644440959e-05
0.00010680568788189549
8.109256390409418e-05
8.912738312729461e-05
0.0001397580031109451
9.471575724008995e-05
7.646736290752751e-05
0.00013378299429475353
0.00010498304152495174
9.134808656261227e-05
8.743811464764259e-05
0.00010247180962042465
8.899423360488913e-05
8.427187052943309e-05
6.708344690917179e-05
7.032795595103765e-05
0.00020282839185936365
8.397979091648697e-05
0.00010586968664358097
0.00011398574578429577
7.095358913452682e-05
8.590496560061529e-05
0.0001031863019564699
0.0001406697692977761
8.163369056501723e-05
0.00012423012316944228
8.286777917684097e-05
8.00536089812903e-05
0.0001134203376808496
7.75280351392941e-05
0.00010840445355166652
0.00013445512686349542
9.768194747703303e-05
0.00010204253780503648
0.0001131324338025054
0.00012551708054644173
0.00012412956738210541
9.746783419537922e-05
7.044606642962216e-05
8.822310108434785e-05
8.162721166864764e-05
9.242094668555365e-05
6.473398372297456e-05
0.00013718705775767978
9.055492287308283e-05
9.731022867720556e-05
0.00010758331455258201
9.195981508458616e-05
8.602409704052159e-05
6.80723677435615e-05
7.387963193421293e-05
0.00011181271263237727
0.0001747177804282681
8.615258966367928e-05
0.00012149174002332092
0.00018238098909839168
0.0001167859175377457
0.00012168387049909046
